317 nodes, 509 edges.
0	1	1774
0	6	292
1	11	1289
1	226	505
1	229	1897
2	3	209
3	4	4337
3	22	2424
4	5	2761
5	227	3412
5	229	1373
6	7	271
6	9	832
7	8	273
7	11	1822
8	9	912
8	10	847
9	13	659
9	236	872
10	11	1410
10	13	2730
11	12	1521
13	236	559
13	238	1223
14	15	1786
14	30	1596
14	236	589
15	16	1136
15	226	1218
16	17	2175
17	18	1657
18	19	2577
18	24	2434
18	227	4087
18	230	3572
18	249	6195
19	20	1936
20	21	1680
20	23	2881
20	250	4232
22	23	3287
22	231	1481
24	25	2272
25	50	832
26	27	519
26	239	3350
27	237	1086
27	238	1172
28	38	240
29	35	247
29	36	367
29	37	309
29	44	1539
29	237	1587
30	50	1834
30	232	1207
30	233	741
30	235	724
31	33	169
31	34	167
31	233	724
32	33	170
33	34	180
33	40	312
34	38	173
34	39	312
35	36	406
35	307	1319
36	39	373
36	46	883
37	38	438
37	39	212
37	41	741
38	234	514
39	40	237
40	41	581
40	49	878
41	42	167
41	46	525
42	43	120
43	52	804
44	47	1245
45	46	1175
45	47	469
45	53	1709
45	255	2340
45	256	2240
48	49	310
49	50	750
49	51	742
50	233	1448
51	53	932
51	54	1452
52	53	768
53	55	3867
55	56	2391
56	57	3954
56	249	4747
56	251	4039
57	58	2304
57	61	1750
57	63	7370
57	249	5069
57	251	4586
58	59	6964
58	60	4048
58	61	3056
60	250	1319
61	62	2944
62	67	4607
62	95	5511
63	65	2153
63	251	3089
63	258	2130
64	65	2080
64	66	5530
64	258	830
65	66	4574
66	73	2776
66	79	2237
66	84	1178
66	90	4116
66	252	2460
67	68	2309
67	95	4010
67	258	2850
68	69	1565
69	90	2109
69	91	2278
69	258	4920
69	264	2580
70	71	3137
70	254	1660
70	256	2340
71	72	2320
71	308	6150
72	73	3030
72	74	1041
72	253	1360
72	309	6830
73	77	781
73	253	2180
74	75	2020
74	82	6420
74	243	3570
75	76	1993
76	78	817
76	82	2912
76	243	3400
76	247	3260
76	248	3460
77	78	1755
78	79	545
78	80	3200
78	247	3350
80	81	1383
80	84	2889
80	225	1780
80	310	870
81	85	1500
81	247	2610
82	83	2548
83	85	1069
83	225	900
83	261	1140
84	311	2440
85	87	1562
85	89	1150
86	88	1343
86	89	4190
86	110	7240
86	246	2590
86	283	5030
87	88	1446
89	111	3150
91	92	3675
92	93	2803
92	98	4123
92	102	2624
93	94	1982
93	96	1845
93	97	3133
95	96	2484
97	98	1553
98	99	1211
98	100	1775
99	100	1055
99	103	632
100	108	1863
101	102	2244
101	103	1890
102	106	2134
103	104	2392
104	105	5658
105	146	3082
105	265	3430
106	107	4915
106	264	4550
107	110	3010
107	138	3212
107	265	3080
109	110	4343
109	263	2390
109	264	1810
110	111	3305
110	114	1845
110	115	2757
110	261	4490
110	262	4790
111	112	1773
111	261	4320
111	283	440
112	113	308
112	117	916
112	118	1609
112	266	1680
115	116	1119
115	138	1031
116	282	780
117	120	1582
117	121	619
117	282	930
118	119	939
118	124	2910
119	120	319
119	123	1143
120	121	2040
120	123	483
121	122	1566
121	281	950
122	128	926
122	141	1269
122	285	3200
123	125	744
123	126	1036
123	141	3580
124	125	1306
124	131	1930
124	273	2500
125	127	1006
125	131	758
125	274	1080
