90 nodes, 149 edges.
0	1	115
0	69	18
0	73	9
1	2	36
1	43	65
2	3	49
2	13	73
2	14	66
2	57	23
3	4	63
3	42	21
3	58	11
4	5	19
4	16	9
4	26	13
5	6	31
5	17	12
6	7	9
6	18	17
6	33	48
7	8	33
7	19	19
7	36	57
8	9	51
8	83	6
8	86	20
9	10	50
9	20	32
9	21	8
10	11	7
10	21	44
11	29	66
12	13	58
12	44	60
12	80	40
13	14	8
13	80	82
14	54	57
14	80	87
15	16	24
15	50	39
15	60	19
15	81	31
16	17	21
16	27	49
17	18	25
17	48	39
18	19	10
18	35	22
18	47	34
19	20	41
19	26	60
19	34	10
19	83	42
20	83	14
21	84	48
22	23	72
22	30	3
22	78	24
22	79	78
23	24	7
23	31	4
24	25	13
24	32	5
24	41	83
25	26	29
25	33	11
25	82	28
26	81	21
27	28	73
27	35	3
28	29	10
28	40	21
28	45	66
30	31	81
31	32	9
31	36	33
32	33	8
32	38	39
34	35	6
34	45	10
35	39	9
36	37	6
37	38	9
38	85	29
38	87	10
39	40	51
39	45	6
39	46	23
40	67	80
41	42	8
41	77	39
41	81	48
42	43	10
43	58	23
43	78	102
44	69	59
44	70	33
46	47	13
46	67	85
47	48	28
47	66	83
48	49	27
49	50	18
49	52	36
50	51	7
51	52	31
51	62	62
52	53	7
53	64	46
53	65	22
54	55	15
54	62	35
55	56	20
55	59	30
55	61	18
56	57	19
57	58	23
57	70	107
58	59	36
59	60	7
60	61	36
61	62	24
62	63	34
62	72	117
63	64	35
63	68	62
65	66	19
65	68	90
66	67	25
68	72	68
71	72	38
71	80	33
73	74	98
73	77	144
74	75	97
74	77	115
75	76	56
75	79	43
76	77	83
76	78	63
81	82	25
83	84	51
84	89	41
85	86	26
85	88	26
86	89	48
87	88	33
88	89	37
