324 nodes, 440 edges. 
0	166	5
0	248	10
1	28	12
1	67	6
2	6	11
2	310	17
3	144	17
3	176	23
3	212	21
3	240	23
4	41	8
4	128	10
4	322	25
5	63	9
5	191	14
6	157	32
6	261	30
6	305	26
7	10	10
7	220	18
8	18	12
8	88	11
9	86	12
9	132	21
9	220	16
9	281	31
9	297	13
10	115	44
10	179	30
10	234	42
11	66	22
11	165	8
11	237	15
12	105	9
12	221	12
13	192	12
13	310	9
14	79	5
14	215	17
15	42	5
15	190	8
15	216	19
16	188	12
16	228	11
17	264	6
17	284	8
18	180	11
19	43	10
19	99	9
19	158	9
19	171	7
19	236	18
19	254	16
20	81	5
20	91	12
20	202	9
20	320	26
21	244	9
22	76	20
22	314	11
23	214	14
23	287	15
24	162	15
24	320	13
25	38	28
25	44	5
25	45	23
25	189	20
26	249	2
26	263	8
27	83	8
27	89	8
28	239	11
29	174	7
30	84	2
30	103	9
30	170	9
30	207	9
31	217	16
31	229	11
32	110	19
32	282	11
33	37	5
33	293	11
34	247	5
34	309	8
35	36	1
35	200	5
36	94	4
37	181	7
38	45	29
38	189	26
38	283	12
39	74	6
39	118	4
39	154	7
40	117	10
40	159	4
41	226	18
42	216	19
42	245	10
43	99	14
43	158	13
43	236	23
43	254	23
43	292	14
44	232	14
45	189	21
45	193	17
46	66	9
46	213	6
46	241	14
47	164	7
47	318	6
48	209	11
48	282	8
48	296	7
49	119	6
49	151	8
50	155	16
50	189	24
50	317	19
51	192	12
51	193	12
51	313	21
51	318	22
52	133	11
52	171	13
52	237	9
53	173	15
53	239	23
54	142	20
54	175	10
55	65	10
55	118	2
55	125	14
55	210	7
56	316	12
57	59	15
57	130	13
57	162	15
57	201	26
58	113	14
58	141	13
58	204	19
58	235	12
59	262	10
60	131	12
60	256	8
61	218	7
61	290	9
62	106	5
62	274	8
62	301	3
63	87	5
64	121	9
64	255	8
65	210	13
66	241	18
67	288	14
68	150	19
68	183	15
69	131	14
69	300	17
70	318	5
71	82	11
71	129	12
71	201	21
71	228	16
71	273	11
72	105	13
72	168	16
72	197	8
73	199	4
74	135	7
75	133	10
75	206	10
75	229	12
75	296	7
76	111	12
77	110	16
77	169	24
77	246	17
78	180	11
78	211	7
78	240	12
78	242	22
79	145	10
79	295	15
80	159	7
81	227	6
82	129	16
82	228	20
82	273	9
83	160	13
84	124	2
85	135	7
85	161	6
86	132	14
86	199	4
86	297	7
87	257	4
89	167	23
89	184	11
90	101	12
90	137	6
90	178	19
90	200	7
91	320	25
92	153	10
92	194	11
92	231	7
93	100	9
93	143	9
93	265	6
94	140	4
94	223	4
95	108	8
95	117	5
95	134	11
95	306	14
96	102	8
97	257	17
97	286	29
97	315	28
98	104	17
98	156	17
99	158	7
99	254	23
101	178	21
101	200	9
101	233	4
102	226	7
103	147	4
103	170	12
103	207	11
104	250	6
105	168	11
106	274	10
106	280	25
107	108	18
108	134	8
108	306	10
109	134	15
111	285	9
112	214	14
112	252	14
113	141	17
113	212	20
113	235	16
114	267	8
114	270	4
115	179	18
115	234	4
115	276	5
116	185	18
116	279	12
116	280	17
116	321	11
119	275	18
120	147	14
120	186	14
120	277	11
121	129	24
121	244	17
121	245	17
122	195	6
122	321	11
123	253	3
124	137	3
125	210	17
126	160	14
126	259	16
127	167	9
127	278	12
128	312	9
128	322	30
129	228	21
129	244	17
129	245	16
129	273	15
130	162	9
130	201	20
130	224	14
132	164	7
132	281	26
132	288	10
132	289	16
132	297	8
133	206	8
133	237	8
134	306	13
136	155	13
136	252	7
138	176	9
139	187	31
139	281	11
140	177	7
140	253	8
140	311	11
141	235	14
141	323	11
142	238	7
142	271	11
143	290	14
144	287	9
146	311	7
148	183	11
148	215	14
148	270	6
148	284	5
149	290	11
149	304	15
150	157	7
151	154	15
152	231	10
152	241	6
152	251	6
153	243	18
155	189	23
156	235	13
157	261	15
157	305	10
158	236	16
158	254	22
158	278	14
161	248	8
161	265	12
162	201	22
163	213	9
163	292	8
164	288	7
164	289	13
165	209	5
165	237	10
167	184	30
168	307	11
169	246	12
169	261	14
170	207	5
172	202	4
172	203	10
173	222	13
174	207	3
175	198	5
175	208	7
175	223	15
176	212	14
176	240	17
177	253	5
177	311	7
178	200	17
179	234	15
179	294	6
180	240	12
180	242	22
181	251	6
182	191	13
182	316	5
183	215	18
183	270	11
184	285	12
185	225	7
185	279	13
186	197	13
186	277	9
187	299	8
188	258	7
190	259	10
192	313	12
192	318	13
194	231	9
194	268	26
195	317	16
196	250	9
196	266	7
198	208	8
198	223	16
198	298	13
199	275	22
202	320	21
203	258	12
204	256	13
205	221	13
205	236	11
206	279	11
208	223	18
208	274	20
209	296	12
210	294	14
211	233	8
212	240	15
215	270	14
216	306	24
217	319	10
218	272	12
219	222	12
219	300	10
224	243	10
225	260	8
227	269	4
228	273	11
229	296	12
230	247	10
230	276	8
231	241	11
232	289	3
236	254	32
238	242	13
238	271	13
240	242	23
244	245	10
246	268	16
248	265	9
249	304	4
253	311	8
254	301	15
255	293	13
257	286	14
257	315	13
260	271	12
261	305	8
262	305	19
263	267	6
264	302	10
266	322	13
269	302	7
272	313	16
277	298	5
279	280	12
281	297	18
283	319	10
286	315	24
288	289	16
290	291	11
303	312	15
307	314	14
308	309	6
313	318	17
315	323	26
